Station Name,Station Code,"Station
Category",Division,Zone,District,State,Latitudes,Longitudes
MAHALAM,MFM,NSG6,FEROZPUR,NR,FIROZEPUR,PUNJAB,74.706748,31.018428
MALLANWALA KHAS,MWX,NSG6,FEROZPUR,NR,FIROZEPUR,PUNJAB,74.81342713,31.04700491
MALSIAN SHAHKOT,MQS,NSG6,FEROZPUR,NR,JALANDHAR,PUNJAB,75.354756,31.110293
MALUPOTA,MXP,NSG6,FEROZPUR,NR,SHAHID BHAGAT SINGH NAGAR,PUNJAB,75.965393,31.184014
MANANWALA,MOW,NSG6,FEROZPUR,NR,AMRITSAR,PUNJAB,74.966562,31.612827
MEGHRAJPURA,MGRP,NSG6,FEROZPUR,NR,KANGRA,HIMACHAL PRADESH,76.071419,32.079397
MIRTHAL,MRTL,NSG6,FEROZPUR,NR,PATHANKOT,PUNJAB,75.608482,32.112895
MODELGRAM,MG,NSG6,FEROZPUR,NR,LUDHIANA,PUNJAB,75.836183,30.891527
MOGA,MOGA,NSG6,FEROZPUR,NR,MOGA,PUNJAB,75.168467,30.817296
MULLANPUR,MLX,NSG6,FEROZPUR,NR,LUDHIANA,PUNJAB,75.665016,30.83811
NAGROTA,NGRT,NSG6,FEROZPUR,NR,KANGRA,HIMACHAL PRADESH,76.388794,32.108728
NAGROTA SURIYAN,NGRS,NSG6,FEROZPUR,NR,KANGRA,HIMACHAL PRADESH,76.09101,32.051899
NANAKSAR,NNKR,NSG6,FEROZPUR,NR,LUDHIANA,PUNJAB,75.419984,30.803353
NANDPUR BHATAULI,NDBT,NSG6,FEROZPUR,NR,KANGRA,HIMACHAL PRADESH,76.115499,32.013177
NASRALA,NAS,NSG6,FEROZPUR,NR,HOSHIARPUR,PUNJAB,75.846408,31.497981
NAWASHAHR DOABA JN.,NSS,NSG6,FEROZPUR,NR,SHAHID BHAGAT SINGH NAGAR,PUNJAB,76.108571,31.1213
NURMAHAL,NRM,NSG6,FEROZPUR,NR,JALANDHAR,PUNJAB,75.601431,31.081589
NURPUR ROAD,NUPR,NSG6,FEROZPUR,NR,KANGRA,HIMACHAL PRADESH,75.852903,32.281043
PAJIAN,PJA,NSG6,FEROZPUR,NR,KAPURTHALA,PUNJAB,75.288498,31.264295
PALAMPUR HIMACHAL,PLMX,NSG6,FEROZPUR,NR,KANGRA,HIMACHAL PRADESH,76.54001,32.069052
PANCH RUKHI,PHRH,NSG6,FEROZPUR,NR,KANGRA,HIMACHAL PRADESH,76.564492,32.056252
PARMANAND,PMQ,NSG6,FEROZPUR,NR,PATHANKOT,PUNJAB,75.495787,32.169809
PARTABPURA,PPB,NSG6,FEROZPUR,NR,JALANDHAR,PUNJAB,75.714384,31.052119
RAHON,RHU,NSG6,FEROZPUR,NR,SHAHID BHAGAT SINGH NAGAR,PUNJAB,76.10892367,31.05932381
RAMNAGAR(J-K),RMJK,NSG6,FEROZPUR,NR,UDHAMPUR,JAMMU AND KASHMIR,75.145426,32.863528
ROMANA ALBEL SINGH,RLS,NSG6,FEROZPUR,NR,FARIDKOT,PUNJAB,74.850048,30.510636
RORANWALA,RRW,NSG6,FEROZPUR,NR,FAZILKA,PUNJAB,74.256203,30.444112
SAIDANWALA,SWX,NSG6,FEROZPUR,NR,FIROZEPUR,PUNJAB,74.679664,30.917223
SAILA KHURD,SQJ,NSG6,FEROZPUR,NR,HOSHIARPUR,PUNJAB,76.077706,31.292874
SAMLOTI,SMLT,NSG6,FEROZPUR,NR,KANGRA,HIMACHAL PRADESH,76.360945,32.098872
SANAHWAL,SNL,NSG6,FEROZPUR,NR,LUDHIANA,PUNJAB,75.9795,30.837436
SANGAR,SGR,NSG6,FEROZPUR,NR,JAMMU,JAMMU AND KASHMIR,73.546234,17.201999
SHAM CHAURASI,SCQ,NSG6,FEROZPUR,NR,JALANDHAR,PUNJAB,75.76642,31.45851
SHANKAR,SQK,NSG6,FEROZPUR,NR,JALANDHAR,PUNJAB,77.14025399,28.5608275
SOHAL,SOHL,NSG6,FEROZPUR,NR,GURDASPUR,PUNJAB,75.348341,31.974211
SUCHIPIND HALT,SCPD,NSG6,FEROZPUR,NR,JALANDHAR,PUNJAB,75.621561,31.343172
SUJANPUR,SJNP,NSG6,FEROZPUR,NR,PATHANKOT,PUNJAB,75.613465,32.31198
SULAH HIMACHAL PRADE,SLHP,NSG6,FEROZPUR,NR,KANGRA,HIMACHAL PRADESH,76.475805,32.070953
SULTANPUR LODI,SQR,NSG6,FEROZPUR,NR,KAPURTHALA,PUNJAB,75.203016,31.211713
SURA NUSSI,SRX,NSG6,FEROZPUR,NR,JALANDHAR,PUNJAB,75.541964,31.380553
TALARA,TLRA,NSG6,FEROZPUR,NR,KANGRA,HIMACHAL PRADESH,75.903937,32.239023
TALWANDI,TWB,NSG6,FEROZPUR,NR,FIROZEPUR,PUNJAB,74.923634,30.861364
TANDA-URMAR,TDO,NSG6,FEROZPUR,NR,HOSHIARPUR,PUNJAB,75.637595,31.672179
TANGRA,TRA,NSG6,FEROZPUR,NR,AMRITSAR,PUNJAB,75.107232,31.576426
UNCHI BASSI,UCB,NSG6,FEROZPUR,NR,HOSHIARPUR,PUNJAB,75.643654,31.860857
VERKA JN.,VKA,NSG6,FEROZPUR,NR,AMRITSAR,PUNJAB,74.931669,31.665699
VIJAYPUR JAMMU,VJPJ,NSG6,FEROZPUR,NR,SAMBA,JAMMU AND KASHMIR,75.020996,32.57197
BARSATHI,BSY,HG2,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH,82.473946,25.564133
DWARKAGANJ,DWJ,HG2,LUCKNOW,NR,SULTANPUR,UTTAR PRADESH,82.109076,26.316418
JARAUNA,JUA,HG2,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH,82.399136,25.55713
ACHAL GANJ,ACH,HG3,LUCKNOW,NR,UNNAO,UTTAR PRADESH,80.545415,26.444642
BAHAI HALT,BYQ,HG3,LUCKNOW,NR,RAE BARELI,UTTAR PRADESH,81.01528,26.122334
BAISWARA,BSWA,HG3,LUCKNOW,NR,UNNAO,UTTAR PRADESH,80.834712,26.284843
BAND HAMIRPUR,BAHP,HG3,LUCKNOW,NR,UNNAO,UTTAR PRADESH,80.744382,26.32975
BARARA BUZURG,BRRZ,HG3,LUCKNOW,NR,RAE BARELI,UTTAR PRADESH,81.084138,26.052652
BHANAUR,VNN,HG3,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH,82.530022,25.57316
BHUPIA MAU,VPO,HG3,LUCKNOW,NR,PRATAPGARH,UTTAR PRADESH,81.970286,25.875223
CHANDA HALT,CHDA,HG3,LUCKNOW,NR,SULTANPUR,UTTAR PRADESH,82.307543,26.063822
CHAURE BAZAR,CHBR,HG3,LUCKNOW,NR,AYODHYA,UTTAR PRADESH,82.118735,26.469531
DAYALPUR,DLPR,HG3,LUCKNOW,NR,PRAYAGRAJ,UTTAR PRADESH,81.88948492,25.63221065
DHIRGANJ,DHRJ,HG3,LUCKNOW,NR,PRATAPGARH,UTTAR PRADESH,81.924339,25.745642
INDEMAU,IDM,HG3,LUCKNOW,NR,UNNAO,UTTAR PRADESH,80.767021,26.318344
ISHARDASPUR,IDS,HG3,LUCKNOW,NR,RAE BARELI,UTTAR PRADESH,81.253954,25.947849
KAJGAON TERHWAN HALT,KJTW,HG3,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH,82.70545,25.685669
KATWAR BAZAR,KWBR,HG3,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH,82.448864,25.562644
KORARI,KURO,HG3,LUCKNOW,NR,UNNAO,UTTAR PRADESH,80.529002,26.48788
KULHA HALT,KULH,HG3,LUCKNOW,NR,UNNAO,UTTAR PRADESH,80.656456,26.369411
MALETHU KANAK,MEQ,HG3,LUCKNOW,NR,AYODHYA,UTTAR PRADESH,82.124891,26.60377
MANIKALAN HALT,MNKN,HG3,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH,82.691157,25.917549
MANJHLEPUR,MNJR,HG3,LUCKNOW,NR,RAE BARELI,UTTAR PRADESH,81.178625,25.994578
NIHASTA HALT,NHF,HG3,LUCKNOW,NR,RAE BARELI,UTTAR PRADESH,80.925035,26.212313
NIMA GOPALPUR HALT,NIMG,HG3,LUCKNOW,NR,PRATAPGARH,UTTAR PRADESH,82.364038,25.992862
PINDRA ROAD,PDRD,HG3,LUCKNOW,NR,VARANASI,UTTAR PRADESH,82.851162,25.497052
RADHA BALAMPUR,RDV,HG3,LUCKNOW,NR,RAE BARELI,UTTAR PRADESH,81.107034,26.083856
RAM CHANDERPUR,RCP,HG3,LUCKNOW,NR,RAE BARELI,UTTAR PRADESH,81.267274,25.996484
RAMGANJ,RMGJ,HG3,LUCKNOW,NR,AMETHI,UTTAR PRADESH,82.020731,26.049174
SAHAJIPUR HALT,SHJP,HG3,LUCKNOW,NR,AMETHI,UTTAR PRADESH,81.864192,26.096303
SALKHAPUR,SAF,HG3,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH,82.680471,25.655084
SHUDNIPUR,SPPR,HG3,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH,82.640498,25.626255
SURAJKUNDA,SRJK,HG3,LUCKNOW,NR,RAE BARELI,UTTAR PRADESH,81.202919,26.142698
TIKAULI RAWATPUR,TKRP,HG3,LUCKNOW,NR,UNNAO,UTTAR PRADESH,80.613163,26.399047
WARIGAON NEWADA HALT,WRGN,HG3,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH,82.568316,25.586146
WARISGANJ HALT,WGJ,HG3,LUCKNOW,NR,AMETHI,UTTAR PRADESH,81.69547672,26.43450408
LUCKNOW JN.,LKO,NSG2,LUCKNOW,NR,LUCKNOW,UTTAR PRADESH,80.925291,26.830675
VARANASI JN.,BSB,NSG2,LUCKNOW,NR,VARANASI,UTTAR PRADESH,82.986468,25.327281
AKBARPUR JN.,ABP,NSG3,LUCKNOW,NR,AMBEDKAR NAGAR,UTTAR PRADESH,82.539073,26.429818
FAIZABAD JN.,FD,NSG3,LUCKNOW,NR,AYODHYA,UTTAR PRADESH,82.135574,26.768996
JAUNPUR JN.,JNU,NSG3,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH,82.699696,25.762849
PARTAPGARH JN.,PBH,NSG3,LUCKNOW,NR,PRATAPGARH,UTTAR PRADESH,82.001778,25.913308
RAE BARELI JN.,RBL,NSG3,LUCKNOW,NR,RAE BARELI,UTTAR PRADESH,81.23932,26.232684
SHAHGANJ JN.,SHG,NSG3,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH,82.679662,26.061399
SULTANPUR JN.,SLN,NSG3,LUCKNOW,NR,SULTANPUR,UTTAR PRADESH,82.066106,26.263027
AMETHI,AME,NSG4,LUCKNOW,NR,AMETHI,UTTAR PRADESH,81.806276,26.153024
AYODHYA,AY,NSG4,LUCKNOW,NR,AYODHYA,UTTAR PRADESH,82.200604,26.787784
BARABANKI JN.,BBK,NSG4,LUCKNOW,NR,BARABANKI,UTTAR PRADESH,81.18104,26.935335
BHADOHI,BOY,NSG4,LUCKNOW,NR,BHADOHI,UTTAR PRADESH,82.5583597,25.3952636
JANGHAI JN.,JNH,NSG4,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH,82.310962,25.549911
JAUNPUR CITY,JOP,NSG4,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH,82.666999,25.734125
PRAYAG JN.,PRG,NSG4,LUCKNOW,NR,PRAYAGRAJ,UTTAR PRADESH,81.867081,25.467939
UNNAO JN.,ON,NSG4,LUCKNOW,NR,UNNAO,UTTAR PRADESH,80.486199,26.548354
ALAM NAGAR,AMG,NSG5,LUCKNOW,NR,LUCKNOW,UTTAR PRADESH,80.860312,26.84708
BACHHRAWN,BCN,NSG5,LUCKNOW,NR,RAE BARELI,UTTAR PRADESH,81.1054565,26.4773211
BADSHAHPUR,BSE,NSG5,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH,82.190552,25.652268
DARYABAD,DYD,NSG5,LUCKNOW,NR,BARABANKI,UTTAR PRADESH,81.550114,26.861303
GAURIGANJ,GNG,NSG5,LUCKNOW,NR,AMETHI,UTTAR PRADESH,81.686726,26.20341
GOSHAINGANJ,GGJ,NSG5,LUCKNOW,NR,AYODHYA,UTTAR PRADESH,82.384123,26.569524
JAIS,JAIS,NSG5,LUCKNOW,NR,AMETHI,UTTAR PRADESH,81.51914,26.262162
KASHI,KEI,NSG5,LUCKNOW,NR,VARANASI,UTTAR PRADESH,83.031939,25.326564
KUNDA HARNAMGANJ,KHNM,NSG5,LUCKNOW,NR,PRATAPGARH,UTTAR PRADESH,81.509547,25.714175
LALGANJ,LLJ,NSG5,LUCKNOW,NR,RAE BARELI,UTTAR PRADESH,80.973175,26.172392
LALGOPALGANJ,LGO,NSG5,LUCKNOW,NR,PRATAPGARH,UTTAR PRADESH,81.630185,25.642195
LAMBHUA,LBA,NSG5,LUCKNOW,NR,SULTANPUR,UTTAR PRADESH,82.223283,26.133687
MALIPUR,MLPR,NSG5,LUCKNOW,NR,AMBEDKAR NAGAR,UTTAR PRADESH,82.6313,26.281482
MARIAHU,MAY,NSG5,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH,82.598166,25.597006
MUSAFIRKHANA,MFKA,NSG5,LUCKNOW,NR,AMETHI,UTTAR PRADESH,81.799817,26.379585
NIHALGARH,NHH,NSG5,LUCKNOW,NR,AMETHI,UTTAR PRADESH,81.632581,26.460131
PHAPHAMAU JN.,PFM,NSG5,LUCKNOW,NR,PRAYAGRAJ,UTTAR PRADESH,81.866406,25.524256
PHULPUR,PLP,NSG5,LUCKNOW,NR,PRAYAGRAJ,UTTAR PRADESH,82.091535,25.552534
RUDAULI,RDL,NSG5,LUCKNOW,NR,AYODHYA,UTTAR PRADESH,81.754202,26.762188
SRI KRISHNA NAGAR,SKN,NSG5,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH,82.447803,25.88403
SURIAWAN,SAW,NSG5,LUCKNOW,NR,BHADOHI,UTTAR PRADESH,82.423665,25.46104
UNCHAHAR JN.,UCR,NSG5,LUCKNOW,NR,RAE BARELI,UTTAR PRADESH,81.300143,25.902315
ZAFARABAD JN.,ZBD,NSG5,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH,82.719014,25.708436
ACHARYA NARENDRA DEV,ACND,NSG6,LUCKNOW,NR,AYODHYA,UTTAR PRADESH,82.156997,26.774576
ADHINPUR,AHZ,NSG6,LUCKNOW,NR,AMETHI,UTTAR PRADESH,81.726848,26.418478
AJGAIN,AJ,NSG6,LUCKNOW,NR,UNNAO,UTTAR PRADESH,80.620988,26.61721
AKBAR GANJ,AKJ,NSG6,LUCKNOW,NR,AMETHI,UTTAR PRADESH,81.501628,26.531456
AMAUSI,AMS,NSG6,LUCKNOW,NR,LUCKNOW,UTTAR PRADESH,80.841544,26.77443
ANTU,ANTU,NSG6,LUCKNOW,NR,PRATAPGARH,UTTAR PRADESH,81.89778799,26.05516206
ANUPGANJ,APG,NSG6,LUCKNOW,NR,LUCKNOW,UTTAR PRADESH,81.126093,26.757292
ATRAMPUR,ARP,NSG6,LUCKNOW,NR,PRAYAGRAJ,UTTAR PRADESH,81.745663,25.572021
BABATPUR,BTP,NSG6,LUCKNOW,NR,VARANASI,UTTAR PRADESH,82.8800248,25.453616
BAKHSHA,BKSA,NSG6,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH,82.57318,25.78236
BAKKAS,BKKS,NSG6,LUCKNOW,NR,LUCKNOW,UTTAR PRADESH,81.051489,26.776082
BANDHUA KALAN,BDKN,NSG6,LUCKNOW,NR,SULTANPUR,UTTAR PRADESH,81.995392,26.271965
BANI,BANI,NSG6,LUCKNOW,NR,RAE BARELI,UTTAR PRADESH,81.620936,26.227488
BARAGAON,BNM,NSG6,LUCKNOW,NR,AYODHYA,UTTAR PRADESH,81.84702789,26.7553741
BARYA RAM,BYHA,NSG6,LUCKNOW,NR,PRAYAGRAJ,UTTAR PRADESH,82.226592,25.566931
BHADAIYAN,BDIN,NSG6,LUCKNOW,NR,SULTANPUR,UTTAR PRADESH,82.169148,26.171113
BHADRI,BHDR,NSG6,LUCKNOW,NR,PRATAPGARH,UTTAR PRADESH,81.5677547,25.6766583
BHARATKUND,BTKD,NSG6,LUCKNOW,NR,AYODHYA,UTTAR PRADESH,82.1273931,26.6360965
BIGHAPUR,BQP,NSG6,LUCKNOW,NR,UNNAO,UTTAR PRADESH,80.6934544,26.3551471
BILHAR GHAT,BLG,NSG6,LUCKNOW,NR,AYODHYA,UTTAR PRADESH,82.2689979,26.6813068
BILWAI,BWI,NSG6,LUCKNOW,NR,SULTANPUR,UTTAR PRADESH,82.665181,26.158966
BIRAPATTI,BRPT,NSG6,LUCKNOW,NR,VARANASI,UTTAR PRADESH,82.917265,25.398913
BISHNATH GANJ,BTJ,NSG6,LUCKNOW,NR,PRATAPGARH,UTTAR PRADESH,81.935379,25.801897
CHAUBISI,CHBS,NSG6,LUCKNOW,NR,BARABANKI,UTTAR PRADESH,81.43362397,26.57680677
CHAUKHANDI,CHH,NSG6,LUCKNOW,NR,VARANASI,UTTAR PRADESH,82.83483413,25.33989476
CHHANDRAULI,CDRL,NSG6,LUCKNOW,NR,BARABANKI,UTTAR PRADESH,81.23044,26.699202
CHILBILA JN.,CIL,NSG6,LUCKNOW,NR,PRATAPGARH,UTTAR PRADESH,82.004241,25.947331
DALMAU JN.,DMW,NSG6,LUCKNOW,NR,RAE BARELI,UTTAR PRADESH,81.05365,26.07525
DANDUPUR,DND,NSG6,LUCKNOW,NR,PRATAPGARH,UTTAR PRADESH,82.040632,25.801595
DARSHANNAGAR,DRG,NSG6,LUCKNOW,NR,AYODHYA,UTTAR PRADESH,82.20838427,26.75222863
DARYAPUR,DYP,NSG6,LUCKNOW,NR,RAE BARELI,UTTAR PRADESH,81.248588,26.182799
DEORAKOT,DELO,NSG6,LUCKNOW,NR,AYODHYA,UTTAR PRADESH,81.906358,26.754368
FURSATGANJ,FTG,NSG6,LUCKNOW,NR,AMETHI,UTTAR PRADESH,81.415651,26.244522
GANGAGANJ,GANG,NSG6,LUCKNOW,NR,RAE BARELI,UTTAR PRADESH,81.201419,26.291456
GARHI MANIKPUR,GRMR,NSG6,LUCKNOW,NR,PRATAPGARH,UTTAR PRADESH,81.403153,25.786329
GAURA,GRX,NSG6,LUCKNOW,NR,PRATAPGARH,UTTAR PRADESH,82.091774,25.749367
GAURIYAMAU,GMU,NSG6,LUCKNOW,NR,AYODHYA,UTTAR PRADESH,81.79366,26.757029
HAIDERGARH,HGH,NSG6,LUCKNOW,NR,BARABANKI,UTTAR PRADESH,81.363162,26.621533
HARAUNI,HRN,NSG6,LUCKNOW,NR,LUCKNOW,UTTAR PRADESH,80.748003,26.70651
HARCHANDPUR,HCP,NSG6,LUCKNOW,NR,RAE BARELI,UTTAR PRADESH,81.160841,26.34316
HARPALGANJ,HRPG,NSG6,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH,82.405421,25.947583
JAFARGANJ,JFG,NSG6,LUCKNOW,NR,AMBEDKAR NAGAR,UTTAR PRADESH,82.58231939,26.36027706
JAGESHARGANJ,JGJ,NSG6,LUCKNOW,NR,PRATAPGARH,UTTAR PRADESH,81.92886623,26.02764014
JAITIPUR,JTU,NSG6,LUCKNOW,NR,UNNAO,UTTAR PRADESH,80.6889461,26.66356729
JALALGANJ,JLL,NSG6,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH,82.772465,25.612516
JALALPUR-DHAI,JPD,NSG6,LUCKNOW,NR,RAE BARELI,UTTAR PRADESH,81.135977,26.021201
JUGAUR,JRR,NSG6,LUCKNOW,NR,LUCKNOW,UTTAR PRADESH,81.08856128,26.88192212
KANKAHA,KKAH,NSG6,LUCKNOW,NR,LUCKNOW,UTTAR PRADESH,81.007582,26.618868
KANPUR LEFT BANK BRIDGE,CPB,NSG6,LUCKNOW,NR,UNNAO,UTTAR PRADESH,80.379316,26.477461
KAPSETHI,KEH,NSG6,LUCKNOW,NR,VARANASI,UTTAR PRADESH,82.717694,25.357848
KASIMPUR HALT,KCJ,NSG6,LUCKNOW,NR,AMETHI,UTTAR PRADESH,81.539941,26.257189
KATAHRI,KTHE,NSG6,LUCKNOW,NR,AMBEDKAR NAGAR,UTTAR PRADESH,82.447764,26.4952
KHAJURHAT,KJA,NSG6,LUCKNOW,NR,AYODHYA,UTTAR PRADESH,82.126813,26.525308
KHALISPUR,KSF,NSG6,LUCKNOW,NR,VARANASI,UTTAR PRADESH,82.831747,25.525798
KHETA SARAI,KS,NSG6,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH,82.68866362,25.96577458
KHUNDAUR,KDF,NSG6,LUCKNOW,NR,PRATAPGARH,UTTAR PRADESH,82.015054,26.020077
KOIRIPUR,KEPR,NSG6,LUCKNOW,NR,SULTANPUR,UTTAR PRADESH,82.339595,26.02164
KUNDANGANJ,KVG,NSG6,LUCKNOW,NR,RAE BARELI,UTTAR PRADESH,81.13642,26.395661
KURBHAR,KBE,NSG6,LUCKNOW,NR,SULTANPUR,UTTAR PRADESH,82.111598,26.409469
KUSUMBHI,KVX,NSG6,LUCKNOW,NR,UNNAO,UTTAR PRADESH,80.6542605,26.63985345
LACHHMANPUR,LMN,NSG6,LUCKNOW,NR,RAE BARELI,UTTAR PRADESH,81.257263,26.050472
LOHTA,LOT,NSG6,LUCKNOW,NR,VARANASI,UTTAR PRADESH,82.93066368,25.31560179
MAGARWARA,MGW,NSG6,LUCKNOW,NR,UNNAO,UTTAR PRADESH,80.428892,26.523705
MAHARANI PACHCHIM,MWP,NSG6,LUCKNOW,NR,SULTANPUR,UTTAR PRADESH,82.288578,26.087672
MAHGAWAN HALT,MGWN,NSG6,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH,82.696251,25.817256
MALHOUR,ML,NSG6,LUCKNOW,NR,LUCKNOW,UTTAR PRADESH,81.04047524,26.85344916
MANAK NAGAR,MKG,NSG6,LUCKNOW,NR,LUCKNOW,UTTAR PRADESH,80.890615,26.810176
MASODHA,MSOD,NSG6,LUCKNOW,NR,AYODHYA,UTTAR PRADESH,82.125339,26.709217
MAU AIMMA,MEM,NSG6,LUCKNOW,NR,PRAYAGRAJ,UTTAR PRADESH,81.91377,25.698324
MIHRAWAN,MIH,NSG6,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH,82.694333,25.871178
MISHRAULI,MFL,NSG6,LUCKNOW,NR,AMETHI,UTTAR PRADESH,81.84839619,26.11437042
MOHANLALGANJ,MLJ,NSG6,LUCKNOW,NR,LUCKNOW,UTTAR PRADESH,80.984093,26.687033
MONDH,MOF,NSG6,LUCKNOW,NR,BHADOHI,UTTAR PRADESH,82.484637,25.427572
NIBHAPUR,NBP,NSG6,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH,82.249697,25.600347
NIGOHAN,NHN,NSG6,LUCKNOW,NR,LUCKNOW,UTTAR PRADESH,81.045358,26.567225
PAKHRAULI,PKX,NSG6,LUCKNOW,NR,SULTANPUR,UTTAR PRADESH,82.122568,26.205027
PARIAWAN KALAKANKAR,PQN,NSG6,LUCKNOW,NR,PRATAPGARH,UTTAR PRADESH,81.368601,25.825794
PARSIPUR,PRF,NSG6,LUCKNOW,NR,BHADOHI,UTTAR PRADESH,82.637162,25.37052
PATRANGA,PTH,NSG6,LUCKNOW,NR,AYODHYA,UTTAR PRADESH,81.625869,26.825007
PIPARPUR,PPU,NSG6,LUCKNOW,NR,AMETHI,UTTAR PRADESH,82.038949,26.137823
PIPARSAND,POF,NSG6,LUCKNOW,NR,LUCKNOW,UTTAR PRADESH,80.798664,26.743404
PIRTHIGANJ,PHV,NSG6,LUCKNOW,NR,PRATAPGARH,UTTAR PRADESH,82.01283447,25.85553996
RAGHURAJ SINGH,RRS,NSG6,LUCKNOW,NR,RAE BARELI,UTTAR PRADESH,80.879669,26.255836
RAHMAT NAGAR,RMNR,NSG6,LUCKNOW,NR,LUCKNOW,UTTAR PRADESH,81.15589504,26.74479736
RAM CHAURA ROAD,RMC,NSG6,LUCKNOW,NR,PRAYAGRAJ,UTTAR PRADESH,81.686954,25.609488
RASAULI,RES,NSG6,LUCKNOW,NR,BARABANKI,UTTAR PRADESH,81.25344952,26.93142255
RAUZAGAON,RZN,NSG6,LUCKNOW,NR,AYODHYA,UTTAR PRADESH,81.708007,26.785264
RUPAMAU,RUM,NSG6,LUCKNOW,NR,RAE BARELI,UTTAR PRADESH,81.325346,26.230209
SAFDARGANJ,SGJ,NSG6,LUCKNOW,NR,BARABANKI,UTTAR PRADESH,81.36116,26.914454
SAFEDABAD,SFH,NSG6,LUCKNOW,NR,BARABANKI,UTTAR PRADESH,81.11660123,26.89785737
SAIDKHANPUR,SYK,NSG6,LUCKNOW,NR,BARABANKI,UTTAR PRADESH,81.462176,26.89846
SALARPUR,SLRP,NSG6,LUCKNOW,NR,AYODHYA,UTTAR PRADESH,82.013173,26.752552
SARAI CHANDI,SYC,NSG6,LUCKNOW,NR,PRAYAGRAJ,UTTAR PRADESH,81.97958464,25.53942097
SARAI GOPAL,SPGL,NSG6,LUCKNOW,NR,PRAYAGRAJ,UTTAR PRADESH,81.822277,25.548656
SARAI HARKHU,SVZ,NSG6,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH,82.506309,25.835891
SARAI KANSRAI,SQN,NSG6,LUCKNOW,NR,BHADOHI,UTTAR PRADESH,82.345198,25.516633
SARKONI,SIQ,NSG6,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH,82.75212,25.643114
SEWAPURI,SWPR,NSG6,LUCKNOW,NR,VARANASI,UTTAR PRADESH,82.769549,25.35077
SHIUPUR,SOP,NSG6,LUCKNOW,NR,VARANASI,UTTAR PRADESH,82.946972,25.355419
SHIVNAGAR,SHNG,NSG6,LUCKNOW,NR,SULTANPUR,UTTAR PRADESH,81.882608,26.336305
SHRIRAJNAGAR,SAGR,NSG6,LUCKNOW,NR,RAE BARELI,UTTAR PRADESH,81.077837,26.522626
SINDURWA,SYW,NSG6,LUCKNOW,NR,AMETHI,UTTAR PRADESH,81.56944,26.492121
SIWAITH,SWE,NSG6,LUCKNOW,NR,PRAYAGRAJ,UTTAR PRADESH,81.869261,25.577038
SOHWAL,SLW,NSG6,LUCKNOW,NR,AYODHYA,UTTAR PRADESH,81.983837,26.753048
SONIK,SIC,NSG6,LUCKNOW,NR,UNNAO,UTTAR PRADESH,80.559833,26.586191
SUWANSA,SWS,NSG6,LUCKNOW,NR,PRATAPGARH,UTTAR PRADESH,82.146562,25.698842
TAKIA,TQA,NSG6,LUCKNOW,NR,UNNAO,UTTAR PRADESH,80.782017,26.311679
TALAKHAJURI,TLKH,NSG6,LUCKNOW,NR,SULTANPUR,UTTAR PRADESH,81.73613172,26.17692577
THARWAI,THW,NSG6,LUCKNOW,NR,PRAYAGRAJ,UTTAR PRADESH,81.91469331,25.53921886
TRILOCHAN MAHADEO,TLMD,NSG6,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH,82.804378,25.564702
TRIVEDIGANJ,TEG,NSG6,LUCKNOW,NR,BARABANKI,UTTAR PRADESH,81.281105,26.667533
TULSI NAGAR HALT,TLGR,NSG6,LUCKNOW,NR,SULTANPUR,UTTAR PRADESH,82.651701,26.215063
UBARNI,UBN,NSG6,LUCKNOW,NR,RAE BARELI,UTTAR PRADESH,81.163629,26.118214
UGRASENPUR,URPR,NSG6,LUCKNOW,NR,PRAYAGRAJ,UTTAR PRADESH,82.189171,25.568212
ULNA BHARI,ULN,NSG6,LUCKNOW,NR,AYODHYA,UTTAR PRADESH,82.319243,26.632175
UTRAITIA JN.,UTR,NSG6,LUCKNOW,NR,LUCKNOW,UTTAR PRADESH,80.974031,26.763061
