Station Name,Station Code,"Station
Category",Division,Zone,District,State,Latitudes,Longitudes
BHORAS BUDRUKH,BFJ,HG2,BHUSAWAL,CR,JALGAON,MAHARASHTRA,75.014292,20.538301
JAMNER,JMNR,HG2,BHUSAWAL,CR,JALGAON,MAHARASHTRA,75.77482302,20.80642761
ANJANGAON,ANJ,HG3,BHUSAWAL,CR,AMRAVATI,MAHARASHTRA,77.31896505,21.16319975
BORVIHIR,BRVR,HG3,BHUSAWAL,CR,DHULE,MAHARASHTRA,74.8417412,20.7843263
KARANJA,KRJA,HG3,BHUSAWAL,CR,WASHIM,MAHARASHTRA,77.48152183,20.49182575
KOHDAD,KDK,HG3,BHUSAWAL,CR,EAST NIMAR,MADHYA PRADESH,76.36547849,21.70262289
KOLHADI,KLHD,HG3,BHUSAWAL,CR,JALGAON,MAHARASHTRA,76.058938,20.900243
LING,LING,HG3,BHUSAWAL,CR,YAVATMAL,MAHARASHTRA,87.3615835,25.29039182
MANDURA,MNDA,HG3,BHUSAWAL,CR,AKOLA,MAHARASHTRA,77.522584,20.78015
MOHADI PRAGANE LALIN,MHAD,HG3,BHUSAWAL,CR,DHULE,MAHARASHTRA,74.779784,20.863002
MORDAD TANDA,MWK,HG3,BHUSAWAL,CR,DHULE,MAHARASHTRA,74.904782,20.68819
RAJMANE,RM,HG3,BHUSAWAL,CR,JALGAON,MAHARASHTRA,74.941672,20.643085
SHIRALA,SIRL,HG3,BHUSAWAL,CR,AMRAVATI,MAHARASHTRA,77.726017,21.123836
NASHIK ROAD,NK,NSG2,BHUSAWAL,CR,NASHIK,MAHARASHTRA,73.841897,19.947627
AKOLA JN.,AK,NSG3,BHUSAWAL,CR,AKOLA,MAHARASHTRA,77.005497,20.723084
AMRAVATI,AMI,NSG3,BHUSAWAL,CR,AMRAVATI,MAHARASHTRA,77.7577863,20.9300829
BADNERA JN.,BD,NSG3,BHUSAWAL,CR,AMRAVATI,MAHARASHTRA,77.7323197,20.8567925
BHUSAVAL JN.,BSL,NSG3,BHUSAWAL,CR,JALGAON,MAHARASHTRA,75.7886717,21.0472812
JALGAON JN,JL,NSG3,BHUSAWAL,CR,JALGAON,MAHARASHTRA,75.562875,21.018115
KHANDWA,KNW,NSG3,BHUSAWAL,CR,EAST NIMAR,MADHYA PRADESH,76.353227,21.823596
MANMAD JN.,MMR,NSG3,BHUSAWAL,CR,NASHIK,MAHARASHTRA,74.438305,20.249887
SHEGAON,SEG,NSG3,BHUSAWAL,CR,BULDHANA,MAHARASHTRA,76.690331,20.801724
BURHANPUR,BAU,NSG4,BHUSAWAL,CR,BURHANPUR,MADHYA PRADESH,76.1986787,21.3343976
CHALISGAON JN,CSN,NSG4,BHUSAWAL,CR,JALGAON,MAHARASHTRA,74.999049,20.464109
MALKAPUR,MKU,NSG4,BHUSAWAL,CR,BULDHANA,MAHARASHTRA,76.202946,20.891974
BODWAD,BDWD,NSG5,BHUSAWAL,CR,JALGAON,MAHARASHTRA,76.017046,20.9035827
DEVLALI,DVL,NSG5,BHUSAWAL,CR,NASHIK,MAHARASHTRA,73.83729,19.897509
DHULE,DHI,NSG5,BHUSAWAL,CR,DHULE,MAHARASHTRA,74.768847,20.887752
LASALGAON,LS,NSG5,BHUSAWAL,CR,NASHIK,MAHARASHTRA,74.225976,20.154848
MURTIZAPUR,MZR,NSG5,BHUSAWAL,CR,AKOLA,MAHARASHTRA,77.354825,20.736468
NANDGAON,NGN,NSG5,BHUSAWAL,CR,NASHIK,MAHARASHTRA,74.659526,20.307616
NANDURA,NN,NSG5,BHUSAWAL,CR,BULDHANA,MAHARASHTRA,76.460158,20.838889
NEPANAGAR,NPNR,NSG5,BHUSAWAL,CR,BURHANPUR,MADHYA PRADESH,76.397032,21.463933
NIPHAD,NR,NSG5,BHUSAWAL,CR,NASHIK,MAHARASHTRA,74.079481,20.096584
PACHORA JN.,PC,NSG5,BHUSAWAL,CR,JALGAON,MAHARASHTRA,75.34831,20.668385
RAVER,RV,NSG5,BHUSAWAL,CR,JALGAON,MAHARASHTRA,76.044594,21.222201
ACHALPUR,ELP,NSG6,BHUSAWAL,CR,AMRAVATI,MAHARASHTRA,77.51926278,21.27760302
ACHEGAON,ACG,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA,75.934247,20.976217
ANKAI,ANK,NSG6,BHUSAWAL,CR,NASHIK,MAHARASHTRA,74.46975607,20.15102791
ASIRGARH ROAD,AGQ,NSG6,BHUSAWAL,CR,BURHANPUR,MADHYA PRADESH,76.268065,21.378418
ASVALI,AV,NSG6,BHUSAWAL,CR,NASHIK,MAHARASHTRA,73.751085,19.817371
BAGMAR,BMA,NSG6,BHUSAWAL,CR,EAST NIMAR,MADHYA PRADESH,76.36160194,21.73712886
BHADLI,BDI,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA,75.67291233,21.02366325
BISWA BRIDGE,BIS,NSG6,BHUSAWAL,CR,BULDHANA,MAHARASHTRA,76.33919345,20.88515715
BORGAON,BGN,NSG6,BHUSAWAL,CR,AKOLA,MAHARASHTRA,77.1796502,20.7290593
CHANDNI,CDI,NSG6,BHUSAWAL,CR,BURHANPUR,MADHYA PRADESH,76.350657,21.427164
CHANDUR BAZAR,CNDB,NSG6,BHUSAWAL,CR,AMRAVATI,MAHARASHTRA,77.741807,21.219451
DONGARGAON,DGN,NSG6,BHUSAWAL,CR,EAST NIMAR,MADHYA PRADESH,76.364067,21.641314
DUSKHEDA,DSK,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA,75.839083,21.073708
GAIGAON,GAO,NSG6,BHUSAWAL,CR,AKOLA,MAHARASHTRA,76.890093,20.720684
GALAN,GAA,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA,75.27700034,20.60959981
GHOTI,GO,NSG6,BHUSAWAL,CR,NASHIK,MAHARASHTRA,73.635944,19.722911
HIRAPUR,HPR,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA,74.93666,20.42454023
HISVAHAL,HSL,NSG6,BHUSAWAL,CR,NASHIK,MAHARASHTRA,74.57099,20.283239
JALAMB JN.,JM,NSG6,BHUSAWAL,CR,BULDHANA,MAHARASHTRA,76.573236,20.813007
JAMDHA,JMD,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA,74.985547,20.574085
KAJGAON,KJ,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA,75.140405,20.573753
KASBE SUKENE,KBSN,NSG6,BHUSAWAL,CR,NASHIK,MAHARASHTRA,74.027149,20.072296
KATEPURNA,KTP,NSG6,BHUSAWAL,CR,AKOLA,MAHARASHTRA,77.259381,20.723777
KHAMKHED,KMKD,NSG6,BHUSAWAL,CR,BULDHANA,MAHARASHTRA,76.122339,20.904161
KHERWADI,KW,NSG6,BHUSAWAL,CR,NASHIK,MAHARASHTRA,73.973978,20.046948
KHUMGAON BURTI,KJL,NSG6,BHUSAWAL,CR,BULDHANA,MAHARASHTRA,76.401107,20.866943
KURAM,KUM,NSG6,BHUSAWAL,CR,AKOLA,MAHARASHTRA,77.58733,20.808396
LAHAVIT,LT,NSG6,BHUSAWAL,CR,NASHIK,MAHARASHTRA,73.815119,19.852905
MAHEJI,MYJ,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA,75.42461998,20.76892443
MANA,MANA,NSG6,BHUSAWAL,CR,AKOLA,MAHARASHTRA,77.469063,20.761491
MANDWA,MWA,NSG6,BHUSAWAL,CR,EAST NIMAR,MADHYA PRADESH,76.389861,21.517291
MHASAVAD,MWD,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA,75.45846225,20.87040192
NAGARDEVLA,NGD,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA,75.19810611,20.60300165
NAYDONGRI,NI,NSG6,BHUSAWAL,CR,NASHIK,MAHARASHTRA,74.83663308,20.34843095
NEW AMRAVATI,NAVI,NSG6,BHUSAWAL,CR,AMRAVATI,MAHARASHTRA,77.732428,20.902137
NIMBHORA,NB,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA,75.975186,21.160781
ODHA,ODHA,NSG6,BHUSAWAL,CR,NASHIK,MAHARASHTRA,73.910456,20.01601
PANJHAN,PJN,NSG6,BHUSAWAL,CR,NASHIK,MAHARASHTRA,74.606561,20.275504
PARAS,PS,NSG6,BHUSAWAL,CR,AKOLA,MAHARASHTRA,76.815865,20.724519
PARDHADE,PHQ,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA,75.37694143,20.72929519
PIMPARKHED,PKE,NSG6,BHUSAWAL,CR,NASHIK,MAHARASHTRA,74.75599973,20.30745533
SAVDA,SAV,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA,75.910659,21.111116
SHIRSOLI,SS,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA,75.507613,20.932994
SHIRUD,SHF,NSG6,BHUSAWAL,CR,DHULE,MAHARASHTRA,74.876271,20.735376
SHRI KSHETRA NAGJHARI,NGZ,NSG6,BHUSAWAL,CR,BULDHANA,MAHARASHTRA,76.755353,20.761641
SUMMIT,SUM,NSG6,BHUSAWAL,CR,NASHIK,MAHARASHTRA,74.34312998,20.2117506
TAKLI,TKI,NSG6,BHUSAWAL,CR,AMRAVATI,MAHARASHTRA,77.65695,20.833253
UGAON,UGN,NSG6,BHUSAWAL,CR,NASHIK,MAHARASHTRA,74.136829,20.122592
VAGHLI,VGL,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA,75.074337,20.522649
VARANGAON,VNA,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA,75.90065779,21.00971319
WADODA,WADO,NSG6,BHUSAWAL,CR,BULDHANA,MAHARASHTRA,76.27984696,20.88854467
WAGHODA,WGA,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA,76.088755,21.255952
WALGAON,WLGN,NSG6,BHUSAWAL,CR,AMRAVATI,MAHARASHTRA,77.71074,21.020729
YAVATMAL,YTL,NSG6,BHUSAWAL,CR,YAVATMAL,MAHARASHTRA,78.11973327,20.38730224
YEULKHED,YAD,NSG6,BHUSAWAL,CR,AKOLA,MAHARASHTRA,77.07497,20.724559
CHAUK,CHOK,HG2,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.239613,18.902861
HAMARAPUR,HMRR,HG2,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.086161,18.81964
JUICHANDRA,JCNR,HG2,MUMBAI,CR,THANE,MAHARASHTRA,72.87245142,19.35986171
KASU,KASU,HG2,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.079446,18.64059
NAVADE ROAD,NVRD,HG2,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.102716,19.052389
NIDI,NIDI,HG2,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.106567,18.472247
CHIKHLI,CKHS,HG3,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.152541,18.97295
MOHOPE,MHPE,HG3,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.19412,18.943255
OOMBERMALI,OMB,HG3,MUMBAI,CR,THANE,MAHARASHTRA,73.422651,19.628026
RASAYANI,RSYI,HG3,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.151919,18.894002
THANSIT,THS,HG3,MUMBAI,CR,THANE,MAHARASHTRA,73.351813,19.549981
DADAR,DR,NSG1,MUMBAI,CR,MUMBAI,MAHARASHTRA,72.842972,19.017179
KALYAN JN.,KYN,NSG1,MUMBAI,CR,THANE,MAHARASHTRA,73.12974,19.234716
LOKMANYA TILAK TERMI,LTT,NSG1,MUMBAI,CR,MUMBAI,MAHARASHTRA,72.891739,19.07032
PANVEL,PNVL,NSG1,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.121756,18.990919
THANE,TNA,NSG1,MUMBAI,CR,THANE,MAHARASHTRA,72.975417,19.185757
LONAVALA,LNL,NSG3,MUMBAI,CR,PUNE,MAHARASHTRA,73.407657,18.748883
BHIVANDI ROAD,BIRD,NSG4,MUMBAI,CR,THANE,MAHARASHTRA,73.045654,19.268544
MATHERAN,MAE,NSG4,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.270911,18.989244
IGATPURI,IGP,NSG5,MUMBAI,CR,NASHIK,MAHARASHTRA,73.562379,19.694053
ROHA,ROHA,NSG5,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.12357712,18.44649043
APTA,APTA,NSG6,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.152629,18.863471
JITE,JITE,NSG6,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.119827,18.842284
KALAMBOLI,KLMC,NSG6,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.114809,19.035625
KAMAN ROAD,KARD,NSG6,MUMBAI,CR,THANE,MAHARASHTRA,72.919123,19.33655
KHANDALA,KAD,NSG6,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.377469,18.755087
KHARBAV,KHBV,NSG6,MUMBAI,CR,THANE,MAHARASHTRA,72.983444,19.297247
NAGOTHANE,NGTN,NSG6,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.140769,18.539932
NILAJE,NIIJ,NSG6,MUMBAI,CR,THANE,MAHARASHTRA,73.079908,19.155062
PEN,PEN,NSG6,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.08679785,18.73560446
SOMTANE,SMNE,NSG6,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.145524,18.952233
TALOJA PANCHNAND,TPND,NSG6,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.087316,19.078901
AMBARNATH,ABH,SG1,MUMBAI,CR,THANE,MAHARASHTRA,73.184756,19.210382
BADLAPUR,BUD,SG1,MUMBAI,CR,THANE,MAHARASHTRA,73.2390496,19.1663883
BHANDUP,BND,SG1,MUMBAI,CR,MUMBAI,MAHARASHTRA,72.93723505,19.14200998
DIVA,DIVA,SG1,MUMBAI,CR,THANE,MAHARASHTRA,73.041905,19.188394
DOMBIVLI,DI,SG1,MUMBAI,CR,THANE,MAHARASHTRA,73.0869,19.218218
GHATKOPAR,GC,SG1,MUMBAI,CR,MUMBAI,MAHARASHTRA,72.908591,19.085985
KURLA JN.,CLA,SG1,MUMBAI,CR,MUMBAI,MAHARASHTRA,72.879375,19.065221
MULUND,MLND,SG1,MUMBAI,CR,MUMBAI,MAHARASHTRA,72.956933,19.172355
MUMBRA,MBQ,SG1,MUMBAI,CR,THANE,MAHARASHTRA,73.02326,19.190223
SION,SIN,SG1,MUMBAI,CR,MUMBAI,MAHARASHTRA,72.864262,19.047725
VIKHROLI,VK,SG1,MUMBAI,CR,MUMBAI,MAHARASHTRA,72.928312,19.11196
AMBIVLI,ABY,SG2,MUMBAI,CR,THANE,MAHARASHTRA,73.17171,19.267587
BYCULLA,BY,SG2,MUMBAI,CR,MUMBAI,MAHARASHTRA,72.833211,18.97695
CHINCHPOKLI,CHG,SG2,MUMBAI,CR,MUMBAI,MAHARASHTRA,72.832659,18.986789
CURREY ROAD,CRD,SG2,MUMBAI,CR,MUMBAI,MAHARASHTRA,72.83266,18.9937
KALVA,KLVA,SG2,MUMBAI,CR,THANE,MAHARASHTRA,72.997651,19.196049
KARJAT,KJT,SG2,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.320691,18.911158
MASJID,MSD,SG2,MUMBAI,CR,MUMBAI,MAHARASHTRA,72.838561,18.952385
MATUNGA,MTN,SG2,MUMBAI,CR,MUMBAI,MAHARASHTRA,72.849842,19.027347
NAHUR,NHU,SG2,MUMBAI,CR,MUMBAI SUBURBAN,MAHARASHTRA,72.946683,19.154646
SANDHURST ROAD,SNRD,SG2,MUMBAI,CR,MUMBAI,MAHARASHTRA,72.839733,18.962311
SHAHAD,SHAD,SG2,MUMBAI,CR,THANE,MAHARASHTRA,73.158611,19.244702
THAKURLI,THK,SG2,MUMBAI,CR,THANE,MAHARASHTRA,73.097678,19.225768
TITWALA,TLA,SG2,MUMBAI,CR,THANE,MAHARASHTRA,73.202714,19.296504
ULHASNAGAR,ULNR,SG2,MUMBAI,CR,THANE,MAHARASHTRA,73.163466,19.218215
VIDYAVIHAR,VVH,SG2,MUMBAI,CR,MUMBAI,MAHARASHTRA,72.897181,19.079258
VITHALWADI,VLDI,SG2,MUMBAI,CR,THANE,MAHARASHTRA,73.149051,19.229234
ASANGAON,ASO,SG3,MUMBAI,CR,THANE,MAHARASHTRA,73.307859,19.439278
ATGAON,ATG,SG3,MUMBAI,CR,THANE,MAHARASHTRA,73.32769124,19.5031813
BHIVPURI ROAD,BVS,SG3,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.331324,18.970655
KASARA,KSRA,SG3,MUMBAI,CR,THANE,MAHARASHTRA,73.472003,19.647159
KHADAVLI,KDV,SG3,MUMBAI,CR,THANE,MAHARASHTRA,73.21871043,19.35621892
KHARDI,KE,SG3,MUMBAI,CR,THANE,MAHARASHTRA,73.393442,19.579952
KOPAR,KOPR,SG3,MUMBAI,CR,THANE,MAHARASHTRA,73.077841,19.211345
NERAL,NRL,SG3,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.318955,19.027113
PALASDHARI,PDI,SG3,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.32055,18.88409
PAREL,PR,SG3,MUMBAI,CR,MUMBAI,MAHARASHTRA,72.837504,19.009045
SHELU,SHLU,SG3,MUMBAI,CR,RAIGAD,MAHARASHTRA,73.317386,19.062985
VANGANI,VGI,SG3,MUMBAI,CR,THANE,MAHARASHTRA,73.300967,19.094299
VASIND,VSD,SG3,MUMBAI,CR,THANE,MAHARASHTRA,73.267689,19.406422
BARCHHI ROAD,BCRD,HG2,NAGPUR,CR,BETUL,MADHYA PRADESH,78.311632,21.951502
BARELIPAR,BQM,HG2,NAGPUR,CR,CHHINDWARA,MADHYA PRADESH,78.407732,22.051583
BENODA,BNOD,HG2,NAGPUR,CR,AMRAVATI,MAHARASHTRA,78.180007,21.449663
GANGIWARA,GNW,HG2,NAGPUR,CR,CHHINDWARA,MADHYA PRADESH,78.846139,22.097988
MARKADHANA,MKDN,HG2,NAGPUR,CR,CHHINDWARA,MADHYA PRADESH,78.501566,22.11073
MOWAD,MWAD,HG2,NAGPUR,CR,NAGPUR,MAHARASHTRA,78.451335,21.455554
VARUD,VADR,HG2,NAGPUR,CR,WARDHA,MAHARASHTRA,78.65067139,20.74716554
DARIMETA,DDMT,HG3,NAGPUR,CR,CHHINDWARA,MADHYA PRADESH,78.5411,21.536803
GHUDANKHAPA,GDKP,HG3,NAGPUR,CR,CHHINDWARA,MADHYA PRADESH,78.42563,21.655105
GONDWANA VISAPUR,GNVR,HG3,NAGPUR,CR,CHANDRAPUR,MAHARASHTRA,79.32872301,19.88263893
HATNAPUR,HTN,HG3,NAGPUR,CR,BETUL,MADHYA PRADESH,78.334344,21.761852
HIWARKHED,HKNT,HG3,NAGPUR,CR,AMRAVATI,MAHARASHTRA,78.067716,21.40605
LALAWADI,LLD,HG3,NAGPUR,CR,BETUL,MADHYA PRADESH,78.189646,21.930347
MAGARDOH,MGRD,HG3,NAGPUR,CR,BETUL,MADHYA PRADESH,77.894738,22.248104
MALKAPUR ROAD,MALK,HG3,NAGPUR,CR,BETUL,MADHYA PRADESH,77.967468,21.904426
TINKHEDA,TNH,HG3,NAGPUR,CR,NAGPUR,MAHARASHTRA,78.523446,21.407727
NAGPUR,NGP,NSG2,NAGPUR,CR,NAGPUR,MAHARASHTRA,79.089004,21.153567
BALHARSHAH,BPQ,NSG3,NAGPUR,CR,CHANDRAPUR,MAHARASHTRA,79.3485858,19.8490173
BETUL,BZU,NSG4,NAGPUR,CR,BETUL,MADHYA PRADESH,77.905897,21.896393
CHANDRAPUR (MAHARASH,CD,NSG4,NAGPUR,CR,CHANDRAPUR,MAHARASHTRA,79.300505,19.960126
SEVAGRAM,SEGM,NSG4,NAGPUR,CR,WARDHA,MAHARASHTRA,78.619225,20.739076
AJNI,AJNI,NSG5,NAGPUR,CR,NAGPUR,MAHARASHTRA,79.08251975,21.12685881
AMLA JN.,AMLA,NSG5,NAGPUR,CR,BETUL,MADHYA PRADESH,78.123187,21.919717
BHANDAK,BUX,NSG5,NAGPUR,CR,CHANDRAPUR,MAHARASHTRA,79.112528,20.084262
BHUGAON,BPK,NSG5,NAGPUR,CR,WARDHA,MAHARASHTRA,78.6700027,20.6738192
CHANDUR,CND,NSG5,NAGPUR,CR,AMRAVATI,MAHARASHTRA,77.9821558,20.8045192
DHAMANGAON,DMN,NSG5,NAGPUR,CR,AMRAVATI,MAHARASHTRA,78.138054,20.784674
GHORADONGRI,GDYA,NSG5,NAGPUR,CR,BETUL,MADHYA PRADESH,78.001987,22.126423
HINGANGHAT,HGT,NSG5,NAGPUR,CR,WARDHA,MAHARASHTRA,78.833925,20.542631
JUNNOR DEO,JNO,NSG5,NAGPUR,CR,CHHINDWARA,MADHYA PRADESH,78.592052,22.191279
KATOL,KATL,NSG5,NAGPUR,CR,NAGPUR,MAHARASHTRA,78.590664,21.263201
MULTAI,MTY,NSG5,NAGPUR,CR,BETUL,MADHYA PRADESH,78.26283,21.783543
NARKHER,NRKR,NSG5,NAGPUR,CR,NAGPUR,MAHARASHTRA,78.524814,21.468725
PANDHURNA,PAR,NSG5,NAGPUR,CR,CHHINDWARA,MADHYA PRADESH,78.525394,21.589996
PARASIA,PUX,NSG5,NAGPUR,CR,CHHINDWARA,MADHYA PRADESH,78.76432,22.193186
PULGAON JN.,PLO,NSG5,NAGPUR,CR,WARDHA,MAHARASHTRA,78.318111,20.726734
WARDHA JN.,WR,NSG5,NAGPUR,CR,WARDHA,MAHARASHTRA,78.594157,20.732777
WARORA,WRR,NSG5,NAGPUR,CR,CHANDRAPUR,MAHARASHTRA,79.009944,20.244263
BABUPETH,BUPH,NSG6,NAGPUR,CR,CHANDRAPUR,MAHARASHTRA,79.313027,19.923131
BARBATPUR,BBTR,NSG6,NAGPUR,CR,HOSHANGABAD,MADHYA PRADESH,77.920758,22.197033
BARSALI,BYS,NSG6,NAGPUR,CR,BETUL,MADHYA PRADESH,78.031361,21.909813
BHARATWADA,BWRA,NSG6,NAGPUR,CR,NAGPUR,MAHARASHTRA,79.0171081,21.231695
BORDHAI,BXY,NSG6,NAGPUR,CR,CHHINDWARA,MADHYA PRADESH,78.348164,21.997011
BORKHEDI,BOK,NSG6,NAGPUR,CR,NAGPUR,MAHARASHTRA,78.97444766,20.86017604
BUTI BORI,BTBR,NSG6,NAGPUR,CR,NAGPUR,MAHARASHTRA,79.01362896,20.91847276
CHICHONDA,CCD,NSG6,NAGPUR,CR,BETUL,MADHYA PRADESH,78.352032,21.709709
CHIKNI ROAD,CKNI,NSG6,NAGPUR,CR,CHANDRAPUR,MAHARASHTRA,78.959217,20.325826
DAHEGAON,DAE,NSG6,NAGPUR,CR,WARDHA,MAHARASHTRA,78.463093,20.729315
DHARAKHOH,DHQ,NSG6,NAGPUR,CR,BETUL,MADHYA PRADESH,77.949934,22.009297
DHODRA MOHAR,DOH,NSG6,NAGPUR,CR,BETUL,MADHYA PRADESH,77.875226,22.281504
GODHANI,GNQ,NSG6,NAGPUR,CR,NAGPUR,MAHARASHTRA,79.068176,21.21103
GUMGAON,GMG,NSG6,NAGPUR,CR,NAGPUR,MAHARASHTRA,79.030314,20.993596
HIRDAGARH,HRG,NSG6,NAGPUR,CR,CHHINDWARA,MADHYA PRADESH,78.517436,22.142795
IKLEHRA,IKR,NSG6,NAGPUR,CR,CHHINDWARA,MADHYA PRADESH,78.711385,22.207929
JAMBARA,JMV,NSG6,NAGPUR,CR,BETUL,MADHYA PRADESH,78.251975,21.943048
JAULKHERA,JKR,NSG6,NAGPUR,CR,BETUL,MADHYA PRADESH,78.216684,21.838466
KALA AKHAR,KQE,NSG6,NAGPUR,CR,HOSHANGABAD,MADHYA PRADESH,77.818115,22.394549
KALAMBHA,KLBA,NSG6,NAGPUR,CR,NAGPUR,MAHARASHTRA,78.558413,21.344635
KALMESHWAR,KSWR,NSG6,NAGPUR,CR,NAGPUR,MAHARASHTRA,78.915861,21.229072
KAOTHA,KAOT,NSG6,NAGPUR,CR,WARDHA,MAHARASHTRA,78.376203,20.737041
KAYAR,KAYR,NSG6,NAGPUR,CR,YAVATMAL,MAHARASHTRA,78.907292,19.90643
KHAPRI,KRI,NSG6,NAGPUR,CR,NAGPUR,MAHARASHTRA,79.048839,21.049338
KIRATGARH,KRTH,NSG6,NAGPUR,CR,HOSHANGABAD,MADHYA PRADESH,77.77251,22.538155
KOHLI,KOHL,NSG6,NAGPUR,CR,NAGPUR,MAHARASHTRA,78.807616,21.273749
LINGTI,LNT,NSG6,NAGPUR,CR,YAVATMAL,MAHARASHTRA,78.901334,19.86677
MAJRI JN.,MJRI,NSG6,NAGPUR,CR,CHANDRAPUR,MAHARASHTRA,79.043522,20.139283
MAJRIKHADAN,MJKN,NSG6,NAGPUR,CR,CHANDRAPUR,MAHARASHTRA,79.019078,20.109731
MALKHED,MLR,NSG6,NAGPUR,CR,AMRAVATI,MAHARASHTRA,77.862831,20.821793
MARAMJHIRI,MJY,NSG6,NAGPUR,CR,BETUL,MADHYA PRADESH,77.883002,21.946123
METPANJRA,MER,NSG6,NAGPUR,CR,NAGPUR,MAHARASHTRA,78.659159,21.26917
MORSHI,MRSH,NSG6,NAGPUR,CR,AMRAVATI,MAHARASHTRA,77.995446,21.326057
NAGRI,NGI,NSG6,NAGPUR,CR,CHANDRAPUR,MAHARASHTRA,78.889984,20.406983
NAWEGAON,NVG,NSG6,NAGPUR,CR,CHHINDWARA,MADHYA PRADESH,78.436386,22.088704
PALACHAURI,PCLI,NSG6,NAGPUR,CR,CHHINDWARA,MADHYA PRADESH,78.659087,22.201012
PIMPALKHUTI,PMKT,NSG6,NAGPUR,CR,YAVATMAL,MAHARASHTRA,78.581025,19.829473
PUSLA,PUSA,NSG6,NAGPUR,CR,AMRAVATI,MAHARASHTRA,78.354883,21.493096
SAHELI,SAHL,NSG6,NAGPUR,CR,HOSHANGABAD,MADHYA PRADESH,77.819849,22.488281
SELOO ROAD,SLOR,NSG6,NAGPUR,CR,WARDHA,MAHARASHTRA,78.714909,20.77665
SINDI,SNI,NSG6,NAGPUR,CR,NAGPUR,MAHARASHTRA,78.883342,20.816446
SONEGAON,SNN,NSG6,NAGPUR,CR,WARDHA,MAHARASHTRA,78.709706,20.629319
SONKHAMB,SNKB,NSG6,NAGPUR,CR,NAGPUR,MAHARASHTRA,78.725612,21.274259
TADALI,TAE,NSG6,NAGPUR,CR,CHANDRAPUR,MAHARASHTRA,79.187503,20.034835
TAKU,TAKU,NSG6,NAGPUR,CR,HOSHANGABAD,MADHYA PRADESH,77.81580879,22.51555994
TALNI,TLN,NSG6,NAGPUR,CR,BULDHANA,MAHARASHTRA,78.230026,20.754248
TEEGAON,TEO,NSG6,NAGPUR,CR,CHHINDWARA,MADHYA PRADESH,78.460308,21.637046
TIMTALA,TMT,NSG6,NAGPUR,CR,AMRAVATI,MAHARASHTRA,77.79476,20.812496
TULJAPUR,TGP,NSG6,NAGPUR,CR,WARDHA,MAHARASHTRA,78.808237,20.800701
WAGHOLI,WG,NSG6,NAGPUR,CR,WARDHA,MAHARASHTRA,78.767038,20.585085
WANI,WANI,NSG6,NAGPUR,CR,YAVATMAL,MAHARASHTRA,78.962635,20.06638
WARUD ORANGE CITY,WOC,NSG6,NAGPUR,CR,AMRAVATI,MAHARASHTRA,78.276164,21.458721
KADETHAN,KDTN,HG2,PUNE,CR,PUNE,MAHARASHTRA,74.42173336,18.47780376
KANHE,KNHE,HG2,PUNE,CR,PUNE,MAHARASHTRA,73.594016,18.762352
KATPHAL,KFH,HG2,PUNE,CR,PUNE,MAHARASHTRA,74.59603217,18.23255147
